Código;Item;Estoque;Reservas;Preço;Localização;Código Adicional 1;Código Adicional 2;Código Adicional 3;Código Adicional 4;Código Adicional 5
01689-EL-20734SPW;TUBO EXT MOBI 1.0 3 CIL /8V  2015/......C/FLANGE;6.0;0.0;591.15;B/1 - 20;11878T;20734W;FT4215E;;EL112
00375-323T-21201SPW;TUBO INT. UNO / PREM / ELB LONG VEJA 817;1.0;0.0;158.0;C/60 *;323T;21201W;FT4215T-NC;;40601N
00394-21202W;TUBO INT. UNO / PREM / ELB CURTO;2.0;0.0;126.82;C/45;313T;21202W;FT4204E;;
00550-51252SP;TUBO INT. WILLIS JEEP 4CC MT CONTINENTAL/6CC 65/75;2.0;0.0;239.4;C/110;10382T;51252W;;;
SA3234;JTA COLETOR GOL 1.0 16V 2001...;12.0;0.0;51.8;CESTO;3234HPCH;;;;
00814-21204SPW;TUBO INT. UNO / PREMIO;2.0;0.0;107.5;C/45;343T;21204W;FT4205E;;
10928T-FT4216E;TUBO EXT UNO 1.0 3C FIRE FLY ENCAIXE FRANCES;2.0;0.0;630.6;B/1 - 8;;;;;
00893-61232;TUBO INT. GOLF GL 1.8 95...;1.0;0.0;133.68;C/56 ;11288T;61232W;VW0301E;;
01203-10378-51209SPT;TUBO INT. FIESTA 1.0 1.3 97/99;2.0;0.0;235.11;BA/16;10378T;51209W;FR3603E;;
01221-10114T;TUBO INT. FIESTA HAT/SED 1.0 02.. CURTO;2.0;0.0;195.09;C/120 ;10114TCURTO;51231LONGO;FR3605E;;
01347-10788T;TUBO INT. PRISMA / ONIX /JOY 1.0 /1.4 13...;4.0;0.0;230.14;C/115 ;10788T;41261W;GM2609E;;
01552-61278W-11411T;TUBO INT. GOL / VOY GV 1.0 8V 09... DIAM 45.5mm;10.0;0.0;195.09;C/34;11411T;61278W;VW0405E;;
01554-61280W-11414T;TUBO INT. GOL / VOY GV 1.6 8V 09...;9.0;0.0;195.09;C/44;11414T;61280W;VW0403E;;30680N
01559-61234W-11419T;TUBO INT. SAVEIRO 1.6 GV 09... S/ FLEX;3.0;0.0;210.13;C/37;11419T;61234W;VW0406E;;60622N
01563-11424TW;TUBO INT. FOX 1.0 FLEX 2011/... S/ ABAF ;2.0;0.0;135.06;C/29 ;11424T;;;;
SA3235;JTA COLET.ESCAP VECTRA/ASTRA 16V 97;9.0;0.0;81.0;CESTO;3235HP-CO;;;;
01566-61269W-11426T;TUBO INT. FOX / CROSS / POLO 1.6 10...;8.0;0.0;185.1;C/42;11426T;61269W;VW0308E;;30669N
01569-61249W-11249T;TUBO INT. FOX 1.0 FLEX 03/08;11.0;0.0;140.07;C/11;11249T;61249W;VW0307E;;30611N
01647-11768T;TUBO INTERMED STRADA 1.4 FLEX 2005/2019  POST+;7.0;0.0;235.11;G/3 ;11768T;21228W-1SUPORTE;FT4403E;;10687N
01658-11732T-21211W;TUBO INT. UNO ECONOMY 1.0 2009...;6.0;0.0;270.0;B/A - 15;11732T;21211W;FT4210E;;
01809-91207;TUBO INT. RENAULT CLIO 1.0 8V 99;1.0;0.0;153.23;C/96 ;19091T;91207W;RN6001E;;
AA46;TUBO INT.;0.0;0.0;271.4;B/A - 12;;;;;
01904-19088T;TUBO INT. PEUGEOT 206 1.0 16V 00...;5.0;0.0;270.16;BA/28;19088T;81200W;PG6803E;;
01905-19377T;TUBO INT. PEUGEOT 206 1.4 99...;3.0;0.0;275.13;D/13 ;19377T;81202W;PG68056E;;
01912-19361T;TUBO INT. PEUGEOT 207 1.4  HATCH ;1.0;0.0;300.15;F/13;19361T;81204W;PG6807E-BI-PARTIDO;;
01913-19358T;TUBO INT. PEUGEOT 207 1.4 8V SEDAN ...;3.0;0.0;305.16;G/1  ;19358T;81240W;PG6811E;;
SA3250;JTA COLETOR UNO/PALIO/SIENA/TIPO/PUNTO FIRE 8V;10.0;0.0;50.0;CESTO;;;;;
01916-19291T;TUBO INT. PEUGEOT 206 1.4 8V/1.6 16V 99...;3.0;0.0;195.09;C/45  ;19291T;81201W;PG6804E;;
02402-19369T-81226;TUBO INT. TR4 09... S/A;1.0;0.0;388.65;C/110;19369T;81226W;DV6401E;;
02508-19617T-81215;TUBO INT. HB20 1.0 FLEX 2012/2015;1.0;0.0;384.51;BA/21 ;19617T;81215W;HY7507E;;
03217D;TUBO INT. UNO TURBO;1.0;0.0;0.0;C/50;;;;;
10213SPW;TUBO INT. HONDA CIVIC 1.6 LX 97/2000 ;0.0;0.0;342.4;B/1 - 40;;;;;
10797T-41201;TUBO INT. OMEGA 3.0 4.1 6CC 95...;0.0;0.0;364.44;C/91;10797T;41201W;GM2201E;;
10888T;TUBO INT. PEUGEOT 208 1.5 8V 2013/2016 HACTH;2.0;0.0;303.98;BA/18;10888T;;;;
02112-19098T;TUBO INT. RENAULT KANGOO 1.0 8V 02...;4.0;0.0;224.4;C/124;19098T;91214W;;;
19189T-81203;TUBO INT. PEUGEOT 206 1.6 8V 99/2001;1.0;0.0;289.2;C/45;19189T;81203W;PG6806E;;
00122;TUBO INT. JEEP BANDEIRANTE /89;0.0;0.0;316.4;C/41;;;;;
SA3253;JTA COL GOL 1.0 8V POWER 01/ G3 / KOMBI 1.4 / FOX ;24.0;0.0;57.4;CESTO;3253HPCH;;;;
01837-RN6004E;TUBO INT. RENAULT SYMBOL 1.6 16V  2009/2014;2.0;0.0;284.4;C/87 ;19635Y;;RN6004E;;
19686T-81276;TUBO INT. PEUGEOT HOGGAR 1.4 8V 10..;2.0;0.0;349.19;G/6;19686T;81276W;PG6810E+PG6808E;;
02514-19777T;INT. I30 / CW 2.0 16V 10...;1.0;0.0;341.74;;19777T;85286W-NF;HY7501A;;
00372-21203W-345T;TUBO INT. UNO/ ELBA/ PREMIO 1.6 92...;-1.0;0.0;93.01;C/45  ;345T;21203W;FT4202E;;
40766SP;TUBO INT. CAPTIVA 3.6 V6 24V 4X2 4X4 2008/2010 SO ;0.0;0.0;1680.0;;;;;;
41202;TUBO INT. CHEVETTE 92/93;-1.0;0.0;202.44;C/50;;;;;
81206SP-10951T;TUBO INT. HB20 1.0 12V 2016 /19 HACTH/SEDAN;3.0;0.0;394.4;C/100;10951T;81206W;HY7511E;;
19049T-81225;TUBO INT. PEUGEOT 106 ;0.0;0.0;270.4;C/111;19049T;81225W;PG6802E;;
60T;TUBO MOTOR CORCEL I 72/77;2.0;0.0;220.0;B/1 - 4 ;;;;;
00144-221T-61344;TUBO MOTOR PASSAT 1.5 ;1.0;0.0;254.44;B/1 - 5;221T;61344W;VW0107D;;
SA3281;JTA ESCAPE SAVEIRO GVI NOVA S10 TURBO HSD;40.0;0.0;21.0;;3281HPCH;;;;
00169-52T-51308;TUBO MOTOR ESC/ GUIA/ VER/ APOLLO 1.8  ;2.0;0.0;637.44;B/1 - 1;52T;51308W;VW0201D;;
00181-243T-61320;TUBO MOTOR GOL / VOYAGE/ SAVEIRO 1.0 1.8 92/96;1.0;0.0;413.25;B/1 - 41;243T;61320W;VW0109D;;
00199-67T-51329;TUBO MOTOR CORCEL II / D.REY 84 C/ABAF ;1.0;0.0;495.33;B/A - 21 ;67T;51329W;FR3007D-FR3008D;;
00305-200T-61716;TUBO MOTOR GOL / PARATI / VOYAGE 1.0 1.6 92/95;1.0;0.0;923.44;B/1 - 9;200T;61716W;VW0401D;;
204T-61709;TUBO MOTOR GOL / PARATI / SAVEIRO 1.8 92/96 S/S;1.0;0.0;674.87;B/1 - 4;204T;61709W;VW0422D;;
00220-56T-51327SPW;TUBO MOTOR CORCEL II / D.REY 81/84 C/ABAF;1.0;0.0;596.44;BA/25;56T;51327W;FR3004D-FR3005D-FR3006D;;
00229-218T-61303;TUBO MOTOR VOY/ SAVEIRO/ PARATI 1.5 ...89;3.0;0.0;215.44;B/1 - 1;218T;51327W;FR3004D-FR3005D-FR3006D;;
00240-64T-51309;TUBO MOTOR ESCORT/ VERONA 1.6 ..91;3.0;0.0;424.44;B/1 - 1;64T;51309W;FR3202D;;
00247-219T-61304;TUBO MOTOR GOL / VOYAGE / PARATI / SAVEIRO 1.6 89;1.0;0.0;297.54;B/1 - 6 ;219T;61304SP;VW0417D;;
00251-229T-VW0108D;TUBO MOTOR PASSAT 1.6 ;1.0;0.0;338.44;B/1 - 5;229T;61309W;VW0108D;;
SA3314;JTA COLET. GOL POWER 1.0 16V 02.../ PARATI;18.0;0.0;51.8;CESTO;3314HPCH;;;;
00183-252T-61717;TUBO MOTOR GOL 1.0 94/96 PLUS MOD NOVO;1.0;0.0;855.4;B/1 - 14 ;251T-252T;61717W;VW0402D;;
00254-265AT-61301;TUBO MOTOR SANT / QUANT S/ SONDA TDS;1.0;0.0;563.44;B/1-26. ;265AT;61301W;VW0305D;;
00263-146T-41301;TUBO MOTOR CHEVETTE 78/91;2.0;0.0;339.46;B/A - 25  ;146T;41301W;GM2001D-GM2003D;;
00266-172T-41312;TUBO MOTOR OPALA / CARAVAN 4CC 72/91;1.0;0.0;398.93;B/A - 22;172T;41313W;GM2006D-GM2007D-GM2008D;;
00271-147AT-41309;TUBO MOTOR C10 / C14 / C15 66/88 6CC;1.0;0.0;469.44;BA /19;147AT;41309W;GM2810D;;
00276-64AT-51307;TUBO MOTOR ESCORT 87/89 1.6 S/ FLANGE;1.0;0.0;295.14;B/1 - 7;147AT;41309W;GM2810D;;
00279-68T-51324;TUBO MOTOR PAMPA 1.6 CHT 83... 4 FUROS ;1.0;0.0;500.44;B/1- 7;68T;51324W;GM2810D;;
00284-148AT-41318;TUBO MOTOR D10/ D20 CURTA ...88;1.0;0.0;454.44;B/A - 24  ;148A-T;41318W;GM2815D;;
00292-175T-41303;TUBO MOTOR MONZA 1.6 1.8 2.0 ...90;2.0;0.0;440.63;B/1 - 3 ;175T;41303W;GM2011D;;
00293-195T-41310;TUBO MOTOR KADETT / IPANEMA 89/96;1.0;0.0;390.55;B/1 - 24;;;;;
SA3318;JTA COL PALIO/SIENA/BRAVA/STILO/PUNTO/DOBLO 1.0 1.;12.0;0.0;62.77;CESTO;;;;;
45A;TUBO MOTOR VW CAMINHÃO 17.300/17.310/;0.0;0.0;189.5;G/12;;;;;
00296-173AT-41313;TUBO MOTOR OPALA / CARAVAN 6CC;1.0;0.0;385.06;B/A - 19;;;;;
00297-143T;TUBO MOTOR A20/C20- 93/94  D20 88/91;7.0;0.0;900.5;BA/13;143T;41315W;GM2819D;;
00300-51354SP;TUBO MOTOR WILLYS JEEP 4CC 75/79 OHC FORD;2.0;0.0;539.4;G/12;10383T;51354W;FR3016D;;
12381T;"TUBO MOTOR CAMINHÃO VW 17220/24220 TITAN 2000 Ø 4""";1.0;0.0;601.41;G /11;;;;;
00302--51353SP;TUBO MOTOR WILLIS JEEP 6CC 75/78;2.0;0.0;469.4;G/8 ;;51353W;FR3015D;;
00358T;TUBO MOTOR UNO MILLE/FIORINO  92/96;1.0;0.0;396.44;B/1 - 34;358T;;;;
00373-303T-21332;TUBO MOTOR FIAT 147/ SPA/ PANO/ OGG;1.0;0.0;500.44;BA/14 *;303T;21332W;FT4001D;;
00374-309T-21307;TUBO MOTOR FIORINO 1.3 88/89 (VEJA 391);0.0;0.0;491.44;B/1 - 10 ;309T;21307W;FT4201D;;
00389-335T-21304;TUBO MOTOR UNO/ ELBA / FIORINO 1.3 1.5 ALCOOL;4.0;0.0;526.44;B/1 - 42;335T;21304W;FT4202D;;
SA3325;JTA COL. FIORINO 1.3 FIRE / IDEA 1.4 8V - 10311OG;-2.0;0.0;57.0;CESTO;;;;;
00390-304T-21303;TUBO MOTOR UNO/ PREMIO/ FIORINO 1.3 1.5 86/91;0.0;0.0;441.44;B/1 - 11 ;304T;21303W;FT4203D;;
00391-309T-21307;TUBO MOTOR UNO/ PREMIO/FIORI 1.3 85/91 (VELA 374);7.0;0.0;408.2;B/1 - 39;309T;21307W;FT4201D;;
00392-312T-21311;TUBO MOTOR UNO / ELBA / FIORINO 1.6 90/91 GAS;2.0;0.0;538.44;B/1 - 3 ;312T-11736T;21311W;FT4207D;;
00393-306T-21306;TUBO MOTOR UNO/ PREMIO/ ELBA 1.6 FIORINO ALCOOL;2.0;0.0;565.44;B/1 - 2 ;306T;21306W;FT7206D;;
00396-220T-61319;TUBO MOTOR GOL / VOYAGE / PARATI / SAVEIRO 1.6 90/;1.0;0.0;305.9;B/1 - 3 ;220T;61319W;VW0418D;;
00430-51T-ML;TUBO MOTOR PAMPA 1.8 ...91;2.0;0.0;468.0;B/1 - 1;51T;51312W;FR3012D;;
00432-50T;TUBO MOTOR DEL REY 1.8 90/91;1.0;0.0;695.19;B/A - 24  ;50T;51323W;FR3010D;;
00486-190T;TUBO MOTOR MONZA 91...;2.0;0.0;369.25;B/1 - 37;190S;41308W;GM2012D;;
00523-201T-61718;TUBO MOTOR GOL / VOYAGE/ SAVEIRO 1.6 92/94 AP;8.0;0.0;615.44;B/1 - 36;201T;61718W;VW0420D;;
00548-VW0307D;TUBO MOTOR SANTANA 1.8 2.0 C/ SONDA ;0.0;0.0;963.44;B/1 - 35;208T;61706W;VW0308D;;
SA3326;JTA COLETOR PALIO/DOBLO 1.6 16V;18.0;0.0;73.8;CESTO;;;;;
00745-GM2602D;TUBO MOTOR CORSA/HATCH PICK-UP;0.0;0.0;530.4;B/1 - 16 ;;41701W;GM2602D;;
00769-10808T;TUBO MOTOR KADETT / IPANEMA 97...;2.0;0.0;649.44;B/1 - 35;10808T;41706W;GM2015D;;
00794-10793T-41360;TUBO MOTOR S-10 / BLAZER 2.2 95/97 GAS;1.0;0.0;662.35;B/1 - 11 ;10793T;41360W;GM2801D;;
00801-350T-21312;TUBO MOTOR UNO/ FIOR 1.5 92...;1.0;0.0;445.23;B/1 - 29;350T;21312W;;;
00807-308T-21310;TUBO MOTOR UNO MILLE 96 1.3 1.5 90/91 (391/374)VEJ;0.0;0.0;360.44;B/1 - 43;308T;21310W;FT4210D;;
00877-258T-61711;TUBO MOTOR GOL /PARATI 1.6 94/96 MOD NOV  MOTOR AP;1.0;0.0;713.4; B/1 - 12;258T;61711W;VW0423D;;
00878-255T-61712;TUBO MOTOR GOL / PARATI 1.8 94/97 BOLA C/ SONDA;2.0;0.0;730.39;B/1 - 3 ;;255T;;;
01567;COLETOR  FERRO  KOMBI 1.4  09/ GOL 1.0  MI S.CURTA;-2.0;0.0;818.8;H-09;;;;;
01570-C;COLETOR  FERRO  KOMBI 1.4 FLEX 06/08  S.LONGA;5.0;0.0;1100.4;H-09;DM0094;;;;
01571;COLETOR GOL/PARATI 1.0 8V 97/01 C/PRISIONEIRO;1.0;0.0;575.0;H-19;11117T;;;DM0035;
01662-0025;COLETOR FERRO PALIO, UNO 1.0 8V FIRE (VEJA OBS);1.0;0.0;1030.0;H-19;DM0093;;;;
SA3340;JTA ESCAPE MEGANE 1.6/2.0 16V;8.0;0.0;42.6;CESTO;3340HPCH;;;;
01580;COLETOR VECTRA16V/ASTRA/S10/MONZA/OMEGA;0.0;0.0;1000.44;H-18;;;;;
01661;COLETOR FERRO UNO / PALIO / FIORINO / STRADA;2.0;0.0;852.0;;;;;;
01821-91301;TUBO MOTOR RENAULT TRAFFIC GASOL 92 SPACE VAN 2.2;1.0;0.0;840.43;BA/5 ;10722T-19217T;91301W;RN6012D;;
11T-51602;TUBO MOTOR ESCORT / VER 1.6 92/96;1.0;0.0;982.44;B/1 - 29;11T;51602W;FR3204D;;
07213;TUBO MOTOR ESC/ VER/ LOG  1.6/1.8/2.0 93/98;1.0;0.0;975.4;B/1 - 40;17T;61604SP;FR3206D;7004OG;
11T-7006;TUBO MOTOR ESCORT/ LOGUS 1.6 93/96;3.0;0.0;982.44;B/1 - 6 ;;;;;
11310T-61610;TUBO MOTOR GOL / PARATI 1.0 16V C/ FLEXIVEL;3.0;0.0;1252.44;B/1 - 4 ;11310T;61610W;VW0405D;;
11306T-61714;TUBO MOTOR GOL / PARATI 1.6 1.8 97/ C/ S ;1.0;0.0;730.39;B/1 - 13;11306T;61714W;VW0426D;;
11721T-21609SP---;TUBO MOTOR PALIO/ WEEK / SIENA 1.0 8V 96/00;1.0;0.0;859.37;B/1 - 21 *;11721T;21609W;FT4404D-FT4409D;;
12323T;TUBO MOTOR CAMINHÃO CHEVROLET 11000 4CC;0.0;0.0;620.0;B/1 - 32;;;;;
SA3353;JTA COLET.ESCAP PALIO/SIENA/BRAVA/MAREA 16V;18.0;0.0;71.5;CESTO;;;;;
22614SP;TUBO MOTOR PALIO/ WEEK / SIENA 1.6 16V ...98;1.0;0.0;1495.44;B/1 - 32 ;;22614W;FT4407D;;
21610-11728-NC;TUBO MOTOR PALIO/ WEEK 1.5 96/2000;1.0;0.0;1209.44;B/1 - 9;11728T;21610W;FT4405D;;
11735T-22612;TUBO MOTOR PALIO/ WE / SIENA 1.6 8V/99 2 SONDAS;1.0;0.0;1127.44;B/1 - 2 ;11735T;22612W;FT4406D;;
11741T-21611;TUBO MOTOR STRADA 1.5 98/2004 WORKING 2 SAIDAS;1.0;0.0;1226.44;B/1 - 34;11741T;21611W;FT4401D;;
10007-51701;TUBO MOTOR FIESTA 1.3 ...05/96;0.0;0.0;820.44;B/1 - 35;;;;;
10701T-41707;TUBO MOTOR CORSA 1.0 16V / 1.6 16V;1.0;0.0;691.44;B/1 - 2 ;10701T;41707W;GM2603D;;
364T-21301;TUBO MOTOR TIPO 1.6 2.0 IE 95...;0.0;0.0;751.44;B/1 - 36;;;;;
11571T-FT4408D;TUBO MOTOR PALIO/ WEEK 1.6 16V S/ SONDA ...09/00;0.0;0.0;1171.44;B/1 - 33 ;11571T;22601W;FT4408D;;
11747T-21701;TUBO MOTOR UNO 1.0 97... FIORINO 1.5 97... 861 IGE;1.0;0.0;901.44;B/1 - 3 ;11747T;21701W;FT4211D;;
346T-21607;TUBO MOTOR UNO MILLE 92./92 C/ FLEX S/ FLANGE;0.0;0.0;927.44;B/1 - 37 *;;;;;
SA3378;JTA ESCAP. RANGER IMP. DIESEL 4CC 94/98;13.0;0.0;64.0;;3378HPCH;;;;
317T-21608;TUBO MOTOR UNO PREMIO 1.5 / FIORINO;1.0;0.0;831.44;B/1 - 34;317T;21608W;FT4204D;;
11581T-21625;TUBO MOTOR STRADA 1.6 8V 99/2000 C/ FLEX;0.0;0.0;1166.44;B/1 - 38;;;;;
11502-21615;TUBO MOTOR BRAVA 99/02 MAREA AGOST 05/08 1.6 16V ;1.0;0.0;1127.44;B/1 - 14 ;11502T;21615W;FT4608D;;
11734T-21617;TUBO MOTOR PALIO/ WEEK / SIENA 1.0 8V 01... FIRE;1.0;0.0;1285.44;B/1 - 7;11734T;21617W;FT4411D;;
11572-21619;TUBO MOTOR PALIO/ WEEK / SIENA 1.6 16V 00/03;0.0;0.0;1028.44;B/1 - 9;11572T;21619W;FT4402D;EO7066A;
11737T-21801;TUBO MOTOR UNO/ FIORINO C/ FLEXIVEL 1.5 95...;1.0;0.0;1043.44;B/A - 11;11737T;21801W;FT4216D;;
11047T-61605;TUBO MOTOR GOLF 1.8 94/96;0.0;0.0;865.44;B/1 - 5;;;;;
07640;TUBO MOTOR UNO MILLE FIRE 1.0 8V S/ CAT++;4.0;0.0;245.0;B/1-26. ;11589T;21711W;FT4220D;;
11573T-21626;TUBO MOTOR PALIO/ WEEK /SIENA 1.8 8V 03;1.0;0.0;369.51;B/1 - 9;11573T;21626W;FT4414D;EO7083;
11506T-21623;TUBO MOTOR DOBLO 1.3 16V 2002...;0.0;0.0;1269.44;B/1 - 9;11506T;21623W;FT4010D;;
SA3379;JTA ESCAP. NEW BEETLE TURBO / GOL TURBO COLETOR;1.0;0.0;36.0;;3379HPCH;;;;
11510T-21622;TUBO MOTOR DOBLO 1.6 16V 2002...;2.0;0.0;1269.44;B/1 - 9;11510T;21622W;FT4011D;;
11819T-21706;TUBO MOTOR FIORINO FIRE 1.3 8V 2003...;1.0;0.0;826.44;B/1 - 4 ;11819T;21706W;;;
347T-21703SP-7099;TUBO MOTOR UNO/ PREMIO/ ELBA/ FIOR 1.6 92.. GASOL.;4.0;0.0;637.44;B/1 - 1;347T;21703W;FT4208D;;
11814T-21616;TUBO MOTOR PALIO/ WEEK / SIENA/ STRADA 1.0 1.3 16V;1.0;0.0;1113.84;B/1 - 10 ;11814T;21616W;FT4410D;;
11736T-21311;TUBO MOTOR UNO 1.6 95... COM SONDA (00393);0.0;0.0;440.78;B/1 - 3 ;11736T-312T;21311W;FT4207D;;
10821T-41719;TUBO MOTOR BLAZER / S-10 2.2 98/00 CAB SIMPLES;0.0;0.0;965.4;B/1 - 4;;;;;
19263T;TUBO MOTOR TOYOTA HILLUX 2.8 DIESEL 4X4;1.0;0.0;1260.4;SL/9 ;19263T;;;;
10345T;TUBO MOTOR PAMPA 1.6 1.8 92... C/ SONDA;1.0;0.0;643.4;B/1 - 38;10345T;51703W;FR3013D;;
10803;TUBO MOTOR D20/ A20/ C20 ASP 93/97;0.0;0.0;894.5;G/15;;;;;
01370-10841T;TUBO MOTOR S-10 / BLAZER 2.8 2000..TURBOS;0.0;0.0;532.44;B/1;;;;;
SA3380;JTA ESCAP. GOLF SAPAO;0.0;0.0;36.0;;3380HPCH;;;;
04340-11897T;TUBO MOTOR TORO/RENEGADE 1.8 4X2  16V 2015/.....;1.0;0.0;658.35;B/1 - 5;11897T;;;115EL;
11201T-61715SP;TUBO MOTOR SAVEIRO 2.0 GIII/GIV 97/2010;1.0;0.0;927.44;B/1 - 4 ;11027T;;;;
11243T-61707;TUBO MOTOR SANTANA QUANTUM 1.8 MI 97...;1.0;0.0;950.44;B/1 - 4 ;11243T;61707W;VW0310D-VW0312D;;
147B;"TUBO MOTOR D-10/D-20 TURBO 78/88 Ø 2.1/2"" (K 70044";1.0;0.0;612.4;SL/7;147B;;;;
147BM;"TUBO MOTOR D-10/D-20 TURBO 78/88 Ø 2.1/2"" (K 70047";1.0;0.0;601.5;SL/10;147BM;;;;
19074T;TUBO MOTOR BESTA 2.7 99... C/ FLEX;1.0;0.0;955.44;B/1;19074T;;;;
02407-19404T-81636SP;TUBO MOTOR L200 2.5 SAVANA 02/12;1.0;0.0;1398.5;B/1 - 35;;81636W;DV6405D;;
07062-21624SP;TUBO MOTOR  STRADA TREKKING 1.6 99/00 MPI 8V C/SON;3.0;0.0;0.0;B/1 - 5;;;;;
21631SP;TUBO MOTOR PALIO / WE / SIENA 1.5 96/98 ALCOOL;2.0;0.0;1370.4;B/1- 7;;21631W;;;
11748T-21702;TUBO MOTOR FIORINO 1.5 97/02 UNO G1 1.5 97/02 ;0.0;0.0;841.44;B-1-10;00861;;;;
SA3382;JTA ESCAP. CAPTIVA 2.0 4CC  Ø 80mm interno;5.0;0.0;50.0;;3382HPCH;;;;
36AMT;TUBO MOTOR F1000 MWM 80/92 Ø 2.1/2 63,5mm FLANGE P;2.0;0.0;546.5;C/98 ;36AT;;;;
36AT;TUBO M0TOR F1000 MWM 80/92 Ø2.1/2 63,5mm FLANGE GR;2.0;0.0;539.5;C/98 ;;;;;
41703SP;TUBO MOTOR VECTRA 2.0/2.2 16V 2.2 8V 96/04 AUTOMAT;1.0;0.0;0.0; B/1 - 12;;41703W;GM2211D;;
41713SP;TUBO MOTOR CELTA 1.0 2000... S/ CATALISADOR;1.0;0.0;598.5; B/1 - 12;;;;;
81803;TUBO MOTOR H100  ..../2000;0.0;0.0;529.92;;;;;;
01842-91302;TUBO MOTOR RENAULT TRAFFIC DIESEL 92...;4.0;0.0;946.44;BA/18;;91302W;;;
01568C;COLETOR FERRO PAMPA DEL REY 1.6/1.8 AP 93/97;1.0;0.0;1000.0;H-09;;;;;
00560-VW0103D-60601;COLETOR INTERM. KOMBI /VOLKS SEDAN 93/96 (ARANHA);1.0;0.0;550.55;;11021T-11071T;60601W;VW0101D-VW0102D;;
00411;TUBO RETO 1.1/4 X 2MT;0.0;0.0;152.48;;;;;;
00412-511T;TUBO RETO 1 1/2 X 2MT;2.0;0.0;199.44;F/10;;;;;
SA3385;JTA ESCAP. I30;24.0;0.0;22.7;CESTO;3385HPCH;;;;
00413-512T;TUBO RETO 1.5/8 X 2MT;1.0;0.0;192.05;F/10;;;;;
00414-513T;TUBO RETO 1.3/4 X 2MT;3.0;0.0;167.18;F/10;;;;;
00415-514T;TUBO RETO 1.7/8 X 2MT;2.0;0.0;236.05;F/10;;514T;;;
00416-515T;TUBO RETO 2 POL. X 2MT;2.0;0.0;237.66;F/10;;;;;
00417-519T;TUBO RETO 2.1/2 X 2MT;5.0;0.0;217.5;F/10;;;;;
00418-523T;TUBO RETO 3 POL. X 2MT;2.0;0.0;420.0;F/10;;;;;
00419-527T;TUBO RETO 3.1/2 POL. X 2MT;1.0;0.0;448.05;F/10;;;;;
00420-531T;TUBO RETO 4 POL. X 2MT;3.0;0.0;626.4;F/10;;;;;
00136-246AT;TUBO TERM. PASSAT 1.8 ;0.0;0.0;493.42;C/107 ;;;;;
00139-VW0101F-224AT;TUBO TERM. PASSAT 1.5 1.6 ...84;0.0;0.0;280.5;C/119 ;;;;;
SA3387;JTA CATALISADOR FOCUS 2.0  Ø 53mm interno;16.0;0.0;22.7;;3387HPCH;;;;
00164-ML;Tubo Abafador Traseiro Silencioso Vw Brasilia ;1.0;0.0;220.5;C/119;;;;;
00167-VW0102F-224BT;TUBO TERM. PASSAT 1.5 1.6 85...;2.0;0.0;280.5;C/92;;;;;
00189-136A-41407SPW;TUBO TERM. D10/ D20 LONGA ATE 88;1.0;0.0;435.5;B/A - 21 ;136AT;41407;GM2805F;;
00198-38T-FR3802F;TUBO TERM. F-1000 LONGO;1.0;0.0;480.45;G/15;;;;;
ES0227;COXIM DO MOTOR LADO DIREITO VW GOL PARATI;17.0;0.0;420.4;C/102;;;;;
00250-GM2002F-41415S;TUBO TERM. CARAVAN 4CC 72/90 S/ ABAF;2.0;0.0;311.5;C/87 ;;;;;
00252-135A-41402W;TUBO TERM. C10/ C14/ D10/ D20;2.0;0.0;373.5;C/117 ;135A;41402W;GM2803M;;
00257-150T-41414SP;TUBO TERM. OPALA 4CC ...90 S/ABAF;1.0;0.0;269.5;C/99;;;;;
00232-155T;SIL. CARAVAN 4CC COM ABAFADOR 1969 / 1990;3.0;0.0;363.5;C/121 ;155T;41412W;GM2002T;;
265;TUBO TERM. OPALA 6CC ...90 C/ ABAF;0.0;0.0;0.0;C/118 ;;;;;
SA3389;JTA CATALISADOR ONIX / PRISMA / COBALT 1.0;4.0;0.0;20.4;;3389HPCH;;;;
00280-51452;TUBO TERM. WILLYS JEEP 4CC/6CC 75/78;0.0;0.0;0.0;C/94;10380T;51452W;;;
00288;TUBO TERM. WILLYS PICK UP 6CC;1.0;0.0;312.5;G/10 ;;;;;
00289-51454SP-3289;TUBO TERM. WILLYS JEEP 4CC 75/83;0.0;0.0;290.0;C/93 ;10381T;51454W;;;
00290;TUBO TERM. WILLYS PICK-UP 4CC 75/78;0.0;0.0;339.5;G/2;;;;;
00298-151T-41406;TUBO TERM. A20/ C20/ D20 89...;1.0;0.0;492.5;C/101 ;;;;;
0076-10802;TUBO TERM. D20/ TURB 92...;1.0;0.0;750.5;C/101 ;;;;;
00792T;"TUBO TERM. Ø 2.1/2"" MERC. 1111/ 1113 LONGO ASP";0.0;0.0;389.0;G/17-1;;;;;
00794BT;"TUBO TERM. Ø 3"" MERC. 1113/ 1114 ZEBRA";0.0;0.0;363.5;G/17-1;;;;;
00794T;"TUBO TERM. MERC. Ø 3"" 1113/ 1114  ZEBRA";0.0;0.0;466.5;G/17-1;;;;;
01235-44T;TUBO TERM. F1000/ F2000/ F4000 80/92;1.0;0.0;238.5;C/94;;;;;
SA3390;JTA ESCAP. ONIX/PRISMA/COBALT 1.0 1.4 Ø 53mm inter;-7.0;0.0;23.0;;3390HPCH;;;;
